"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"94",94,1150,"adelmo",1322832794,537497,"02/12/2011 13:33","no",196,123,-42.6,168,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,49,43,-158,158,602,-296,38.9,39.7,-130,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.42,0.67,-275,-60,-29,-328,266,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.04468102,-18.18420942,-97.46177614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.08,-33,97,-151,-552,286,32,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.55,0.33,20,365,-72,-34,720,471,"A"
"95",95,1160,"adelmo",1322832794,984377,"02/12/2011 13:33","no",196,123,-42.7,168,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.13,-0.16,48,45,-156,165,607,-300,54.9,55.3,-142,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.59,0.82,-277,-56,-30,-334,279,577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.50158925,-27.23281059,-100.2439748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.1,-0.28,-45,78,-141,-527,326,51,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,0.5,0.92,8,370,-54,-59,735,462,"A"
"96",96,1168,"adelmo",1322832795,170346,"02/12/2011 13:33","no",197,123,-42.8,169,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,47,45,-159,168,602,-305,62.5,65.3,-152,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.61,0.85,-277,-63,-29,-334,287,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.02086682,-30.09202344,-86.95695637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.18,-45,87,-116,-531,301,61,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.5,0.38,7,374,-47,-62,731,453,"A"
"97",97,1186,"adelmo",1322832796,252280,"02/12/2011 13:33","no",198,122,-42.8,169,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,50,44,-158,168,606,-294,159,84.6,-97.2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.08,0.31,-262,-53,-19,-315,274,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.66500647,-29.40272121,-88.63913239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.45,0.21,-49,95,-131,-534,310,42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,0.35,0.36,8,395,-72,-96,729,429,"A"
"98",98,1192,"adelmo",1322832796,528297,"02/12/2011 13:33","no",198,122,-42.9,169,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.16,49,46,-156,164,608,-296,-146,79.1,-57.3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-0.55,0.85,-263,-53,-30,-307,278,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.47606535,-22.94336785,-91.17496471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.18,-0.23,-42,105,-146,-514,351,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,-1.72,0.2,-73,511,-31,-313,763,461,"A"
"99",99,1200,"adelmo",1322832796,828303,"02/12/2011 13:33","no",198,122,-43,170,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,48,43,-157,161,607,-303,-112,69.5,-41.9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.66,0.75,-280,-64,-38,-306,265,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.71727023,-17.9403109,-92.0255162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.13,-0.07,-37,120,-165,-513,377,-42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,-2.15,0.07,-216,363,-37,-659,481,479,"A"
"100",100,1207,"adelmo",1322832798,112285,"02/12/2011 13:33","no",199,122,-43.1,171,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,47,42,-157,167,607,-296,-31,8.55,3.36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,-0.32,0.34,33,-130,-44,705,-88,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.18800691,-26.18225758,-92.73875055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.14,0.1,-44,92,-136,-550,289,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2.71,0.89,-367,265,10,-695,236,482,"A"
"101",101,1211,"adelmo",1322832798,216479,"02/12/2011 13:33","no",199,122,-43,171,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.16,50,40,-156,164,617,-286,-29.6,-10.2,8.01,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,-0.48,1.02,107,-134,-99,760,-92,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.35676571,-26.64201705,-96.09864786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.19,0.2,-44,85,-137,-539,311,30,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,2.83,0.77,-326,357,-5,-682,431,529,"A"
"102",102,1221,"adelmo",1322832798,392283,"02/12/2011 13:33","no",199,121,-43.3,171,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.13,-0.18,48,43,-156,161,612,-293,-25.5,-33.6,14.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,-0.5,0.84,152,-138,-210,714,-105,-225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.88867911,-27.52722466,-90.4121769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,-0.03,-46,94,-133,-526,326,36,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.42,0.72,-183,481,-10,-546,716,587,"A"
"103",103,1222,"adelmo",1322832798,412316,"02/12/2011 13:33","no",199,121,-43.2,171,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,50,45,-157,165,611,-301,-24.3,-34.2,14,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.51,0.84,157,-140,-215,710,-108,-223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.68275923,-32.36968357,-92.44710224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.03,-0.1,-51,82,-128,-528,328,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,2.09,0.71,-212,463,-13,-532,729,594,"A"
"104",104,1241,"adelmo",1322832799,632365,"02/12/2011 13:33","no",200,121,-43.8,172,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.13,48,46,-157,166,611,-306,9.22,29.9,-13.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,-0.93,0.82,-40,-78,69,458,96,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.04306346,-29.0606618,-80.75021304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.03,-0.38,-46,101,-116,-541,299,69,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.77,0.51,-5,387,-33,-121,762,546,"A"
"105",105,1242,"adelmo",1322832799,696290,"02/12/2011 13:33","no",200,121,-43.9,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.13,47,45,-159,165,608,-304,9.93,34.9,-14.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,-0.95,0.75,-65,-61,48,412,104,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.09232656,-29.85782219,-86.06758167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.1,-0.26,-45,89,-116,-540,297,57,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.61,0.57,-11,387,-36,-113,760,528,"A"
"106",106,1244,"adelmo",1322832799,712318,"02/12/2011 13:33","no",200,121,-43.8,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.1,-0.15,46,46,-159,165,609,-303,10.8,40.2,-15.8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,-1.03,1,-102,-57,83,333,120,569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.82905345,-29.2452705,-84.74338167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.1,-0.18,-45,93,-117,-536,286,64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.74,0.54,-5,386,-39,-115,758,531,"A"
"107",107,1253,"adelmo",1322832799,996289,"02/12/2011 13:33","yes",200,121,-43.5,172,18,-1.075175,-1.830899,NA,0,0.508639,NA,173,18,-1.1,171,17,-1.1,2,1,0,0.2,121.2,0.4,0.1,-43.6,0.2,0,172,0.7,0.54,0.08,0.11,-0.23,47,46,-159,167,610,-300,6.68,73.3,-36.1,23,19.9419,8.7402,2.4055,5.7863,28.5114,28.2663,798.9864,-14.8124,9.5912,91.9907,1.38,-0.79,0.92,-213,-51,34,-39,229,650,-1.34317,-0.68637,-1.08282,-0.00051,-0.59605,0.16094,73.3,-2,23,-16.2,-36.1,7,89.5,34.1,16,56.7,-27.2,-92.7,2.6808,-0.479,NA,-1.4383,-0.4906,NA,-24.8,-80.8,2.7,-37.6,-96.7,2.7,12.8,15.91,0,17,0.374,60.7805,4.9628,24.6291,-29.1916,2.7118,7.3541,-87.5747,3.9021,15.226,0.27,0.21,0.02,-46,92,-137,-528,321,28,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,50,6.75552,0,0,0,0,0,0,0,0,0,1.38,-0.35,0.69,-26,493,-14,-133,758,498,"A"
"108",108,1265,"adelmo",1322832800,620357,"02/12/2011 13:33","no",201,121,-43.6,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,47,43,-155,165,609,-299,-88.5,76.4,-154,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.51,0.82,-258,-50,-18,-253,290,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2070853,-20.36732415,-92.55615782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.13,-0.21,-40,112,-158,-516,354,-9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.25,0.16,-250,354,-43,-685,403,475,"A"
"109",109,1269,"adelmo",1322832800,716415,"02/12/2011 13:33","no",201,121,-43.6,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,47,44,-158,166,612,-310,-90.7,72.8,-160,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.53,0.75,-272,-49,-22,-256,287,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.11347814,-20.03751616,-93.75316707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.14,-0.16,-40,112,-162,-520,353,-24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-1.64,-0.15,-306,240,-11,-681,193,458,"A"
"110",110,1281,"adelmo",1322832802,248290,"02/12/2011 13:33","no",202,121,-43.5,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.15,48,44,-158,166,611,-294,-2.26,-29.5,-34.1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,-0.56,0.84,161,-130,-176,734,-74,-191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.90132916,-34.92497593,-90.60021888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.1,-0.15,-60,90,-138,-556,288,27,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,2.2,0.57,-222,431,16,-572,724,677,"A"
"111",111,1286,"adelmo",1322832802,408308,"02/12/2011 13:33","no",202,121,-43.6,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.1,-0.15,51,45,-158,163,614,-288,14.3,-14.2,-32.4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,-0.95,1.12,119,-92,-142,758,-40,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.40181859,-28.04337173,-89.64469455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.14,0.1,-45,91,-127,-540,292,43,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,1.93,1.05,-82,423,4,-375,807,658,"A"
"112",112,1289,"adelmo",1322832802,516288,"02/12/2011 13:33","no",202,121,-43.8,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.11,-0.13,47,46,-156,166,615,-302,12.8,-6.8,-29.3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,-0.96,0.84,98,-94,-73,735,2,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.75937879,-35.20993487,-94.9922753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.03,-0.25,-53,72,-125,-538,294,56,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,1.38,1,-75,464,-36,-293,794,588,"A"
"113",113,1293,"adelmo",1322832802,824292,"02/12/2011 13:33","no",202,121,-43.8,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,46,46,-158,166,609,-294,10.1,7.19,-27.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,-0.96,0.72,38,-56,5,651,55,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.23476752,-33.04594291,-90.59812107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.08,-0.18,-47,76,-114,-544,295,58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,1.53,0.16,-27,420,-21,-212,798,587,"A"
"114",114,1299,"adelmo",1322832802,904304,"02/12/2011 13:33","no",202,121,-43.6,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,50,45,-159,160,611,-301,13.3,24.6,-28.7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,-1.03,1.07,-21,-56,65,489,133,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.63045765,-27.0926774,-83.18125965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.19,-0.16,-42,97,-116,-544,295,75,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.92,0.54,-37,418,-25,-168,781,567,"A"
"115",115,1314,"adelmo",1322832803,664992,"02/12/2011 13:33","no",203,120,-43.8,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,48,44,-155,165,611,-301,-53.5,85.4,-123,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.53,0.79,-244,-42,7,-196,286,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.58826424,-27.61225672,-88.74635692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.21,-0.11,-45,94,-128,-553,279,26,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,-0.96,0.05,-22,494,-27,-249,790,544,"A"
"116",116,1321,"adelmo",1322832804,60318,"02/12/2011 13:33","no",204,120,-44,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.16,46,46,-156,167,614,-304,-98.6,76.9,180,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.58,0.85,-260,-53,-19,-239,305,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4193223,-25.90404692,-101.9770067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.18,-0.1,-46,82,-153,-532,328,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,-1.96,0.08,-198,420,-27,-626,612,566,"A"
"117",117,1322,"adelmo",1322832804,68285,"02/12/2011 13:33","no",204,120,-44,174,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.16,44,46,-158,163,610,-300,-99.3,76.2,179,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.56,0.84,-266,-54,-20,-251,303,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.39564589,-28.42038896,-95.99945811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.14,-0.15,-51,91,-149,-526,329,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,-1.94,0.03,-205,403,-22,-633,598,571,"A"
