"","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"22","173","pedro",1323094969,444315,"05/12/2011 14:22","no",46,129,28.8,0.51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.03,-0.48,-42,69,-186,3,561,-407,-169,-9.4,149,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.05,-0.11,-216,-77,-88,-428,358,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-37.8529583,23.62425587,111.8050552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,-0.02,-0.18,19,-30,73,491,-565,-89,83.1,-0.82,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.05,-0.02,157,236,-192,-148,751,631,"A"
"23","175","pedro",1323094969,776301,"05/12/2011 14:22","no",46,129,28.6,0.78,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.05,-0.46,-42,67,-186,4,564,-400,-170,-9.28,148,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.05,-0.1,-216,-77,-88,-426,355,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.97517014,6.598193217,127.3199636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,-0.13,-0.34,6,-26,87,485,-566,-74,82.9,-0.56,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.03,-0.05,153,227,-191,-153,751,642,"A"
"24","187","pedro",1323094970,104275,"05/12/2011 14:22","no",47,129,28.4,0.98,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.02,-0.43,-45,70,-186,3,567,-384,-172,-9.1,145,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.02,-0.03,-219,-77,-87,-434,363,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-43.26190002,17.55883586,109.9336377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.18,-0.36,20,-48,102,456,-584,-49,82.7,-0.56,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0,-0.02,146,227,-190,-150,756,643,"A"
"25","190","pedro",1323094970,300383,"05/12/2011 14:22","no",47,129,28.1,1.39,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.46,-44,71,-183,1,565,-395,-173,-8.7,144,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.03,-0.05,-216,-80,-88,-432,360,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.87926915,14.52588487,120.9101312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-0.22,-0.3,13,-29,84,467,-578,-51,82,-0.79,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,-0.1,150,229,-197,-154,759,657,"A"
"26","202","pedro",1323094970,772291,"05/12/2011 14:22","no",47,129,28,2.09,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.44,-47,68,-187,4,564,-408,-175,-7.15,143,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.05,-0.02,-219,-74,-88,-426,361,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33.62702056,14.18907058,120.3605401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.14,-0.11,15,-35,99,486,-561,-22,82.1,-0.26,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.03,-0.1,160,227,-188,-156,755,658,"A"
"27","204","pedro",1323094970,852304,"05/12/2011 14:22","no",47,129,27.9,2.2,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.44,-45,70,-186,5,569,-400,-176,-7.03,143,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.05,-0.03,-215,-77,-90,-428,360,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.6935205,16.12691755,120.3548899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.08,-0.26,16,-32,93,482,-563,-20,82,-0.23,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.02,-0.05,153,230,-187,-155,753,666,"A"
"28","213","pedro",1323094971,56346,"05/12/2011 14:22","no",48,129,28,2.45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.44,-45,70,-183,2,569,-406,-7.92,13.2,6.35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,-0.24,0.13,-2,-12,24,-416,316,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.13867407,9.580194295,121.5155516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,-0.05,-0.21,10,-35,98,479,-565,-20,81.7,-0.26,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,-0.03,-0.02,153,229,-183,-163,765,677,"A"
"29","214","pedro",1323094971,136276,"05/12/2011 14:22","no",48,129,27.9,2.46,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.44,-45,68,-188,4,572,-399,-7.41,11.8,3.93,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,-0.24,0.15,-2,-8,24,-417,313,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.91760456,12.37114137,128.237027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,-0.06,-0.26,13,-27,101,480,-563,-9,81.6,-0.25,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,-0.1,150,232,-184,-156,759,676,"A"
"30","216","pedro",1323094971,148374,"05/12/2011 14:22","no",48,129,28,2.57,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.03,-0.44,-46,70,-184,-2,567,-388,-6.99,10.6,1.47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.26,0.13,-3,-12,24,-417,319,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.01352092,9.850136518,123.4807369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,-0.11,-0.18,10,-32,96,479,-567,-10,81.3,-0.4,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.05,-0.16,146,230,-186,-152,759,678,"A"
"31","271","pedro",1323094973,264279,"05/12/2011 14:22","no",50,127,27.7,1.45,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,-0.03,-0.44,-44,67,-182,-1,571,-397,1.58,-10.8,-130,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,0.03,0.05,11,5,50,-380,319,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.86071689,13.74769487,122.1846784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.13,-0.26,14,-32,96,473,-562,-26,77.8,-0.49,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.16,-0.26,164,215,-153,-156,756,734,"A"
"32","319","pedro",1323094975,120287,"05/12/2011 14:22","no",52,124,27,-1.68,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32,-0.03,-0.43,-38,69,-174,-1,582,-368,101,-84.2,131,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,-1.3,-0.13,248,26,135,464,275,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.11772723,33.82881087,121.6529668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.26,-0.21,23,-7,65,520,-531,-91,89.4,3.17,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.02,0.02,144,240,-197,-155,740,570,"A"
"33","324","pedro",1323094975,484312,"05/12/2011 14:22","no",52,125,26.7,-0.77,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,-0.05,-0.43,-43,71,-177,1,576,-383,38,-47.5,-168,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,-0.87,0.28,71,25,127,-101,344,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.417953886,21.83428794,134.5619542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,0.35,-0.28,12,3,54,483,-562,-148,89.3,3.26,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.05,-0.11,148,229,-187,-151,739,574,"A"
"34","327","pedro",1323094975,815574,"05/12/2011 14:22","no",52,125,26.7,-0.96,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,-0.03,-0.43,-41,71,-180,5,580,-383,41.9,-27.9,-169,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,-0.8,0.21,-22,18,73,-368,361,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-34.69074839,34.69074839,106.9206551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,-0.32,-0.1,19,-19,49,502,-550,-118,89.6,2.84,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.06,0.11,134,221,-187,-152,743,581,"A"
"35","334","pedro",1323094976,188444,"05/12/2011 14:22","no",53,125,26.4,-0.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.03,-0.44,-41,72,-181,6,582,-386,38.4,-26.1,-175,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,0.02,-0.13,11,-1,68,-398,331,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.85025889,28.16475592,119.7402009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,-0.05,-0.38,20,-17,67,519,-533,-89,90.5,3.42,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.03,-0.02,148,241,-195,-156,748,573,"A"
"36","356","pedro",1323094976,904341,"05/12/2011 14:22","no",53,125,25.8,-0.07,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-0.05,-0.43,-43,72,-177,6,576,-388,170,-24.1,16.3,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,0.64,-0.13,401,-79,-85,742,-16,-53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.75509238,25.87625334,128.5459156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.21,0,24,-11,90,514,-535,-30,89.9,5.81,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.05,-0.05,143,237,-188,-177,750,583,"A"
"37","357","pedro",1323094976,916560,"05/12/2011 14:22","no",53,125,25.8,-0.09,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.03,-0.43,-41,70,-179,2,575,-370,170,-21.6,14.7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,0.58,-0.18,407,-86,-109,738,-8,-74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.14724311,21.40002026,132.8696793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.19,0,21,-11,96,511,-538,-32,89.9,5.77,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.03,-0.03,146,238,-188,-172,746,575,"A"
"38","359","pedro",1323094976,924353,"05/12/2011 14:22","no",53,125,25.8,-0.04,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.03,-0.44,-42,68,-177,11,582,-388,170,-17.6,12.1,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,0.27,-0.13,416,-95,-158,737,-33,-119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.84821392,16.84149464,135.1908739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.14,-0.16,17,-14,99,518,-531,-28,90,5.67,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.05,0.02,141,238,-190,-171,750,586,"A"
"39","369","pedro",1323094977,136419,"05/12/2011 14:22","no",54,125,26.4,-1.51,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,-0.02,-0.46,-42,72,-177,8,573,-384,164,-32.5,28.9,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,-1.14,0.28,381,1,51,709,122,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.24330015,15.07963648,129.2203068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.11,-0.61,15,-23,96,496,-548,-52,90.4,4.49,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.03,141,241,-192,-158,742,575,"A"
"40","378","pedro",1323094977,724419,"05/12/2011 14:22","no",54,123,26.5,-2.92,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.05,-0.43,-37,69,-168,-1,582,-369,118,-51.6,90.6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,-1.11,-0.13,125,41,129,199,312,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.10590704,15.32956714,121.2613272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.34,-0.02,15,-31,92,508,-541,-85,90.1,4.27,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.03,-0.03,141,238,-196,-167,740,581,"A"
"41","385","pedro",1323094979,128353,"05/12/2011 14:22","no",55,125,25.8,-1.59,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.03,-0.43,-40,70,-175,2,583,-384,143,-17.7,21.4,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,0.45,0.23,369,-9,63,718,100,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05752529,31.16994285,125.890539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.26,0.39,29,-1,90,524,-535,-64,-113,66.6,-89.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-2.15,-0.57,-231,89,-181,-614,-73,326,"A"
"42","391","pedro",1323094979,536302,"05/12/2011 14:22","no",55,125,25.4,-0.84,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,-0.03,-0.43,-45,71,-177,5,579,-385,148,0.24,-1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,0.37,0.34,410,-80,-130,741,-13,-126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.3234127,22.49751639,129.7089697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-0.02,-0.15,19,-13,82,526,-524,-45,-113,47.5,-87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.11,-0.02,-170,-134,-222,-459,-339,135,"A"
"43","396","pedro",1323094979,660370,"05/12/2011 14:22","no",55,125,25.5,-0.86,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.02,-0.46,-42,71,-178,6,578,-387,149,1.06,0.57,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,-0.75,0.13,413,-72,-63,744,-4,-103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.066497461,27.95691167,128.946005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,-0.11,-0.46,27,3,94,517,-532,-55,-115,58.4,-94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,1.59,0.34,-195,-48,-203,-557,-189,230,"A"
"44","409","pedro",1323094980,388347,"05/12/2011 14:23","no",56,124,26.1,-2.89,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34,-0.03,-0.41,-37,68,-169,2,578,-383,135,-26.8,74.7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,-1.03,0.21,141,35,122,152,367,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.307760607,32.89587727,124.0967712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,-0.18,-0.38,28,-2,82,505,-531,-85,89.8,33.1,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,1.73,0.33,44,331,-149,-443,764,661,"A"
"45","425","pedro",1323094980,808348,"05/12/2011 14:23","no",56,125,25.6,-1.3,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,-0.03,-0.44,-45,70,-178,11,583,-370,113,-26.6,122,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.37,0,-2,7,35,-397,368,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.630458866,41.98206201,115.0618735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,-0.32,-0.2,25,-1,56,498,-552,-129,93.3,10.1,86.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,-0.74,0.07,93,285,-176,-218,764,593,"A"
